Forecast_Id,Confirmed_Cases,Fatalities
169,84,0
170,115,0
171,136,0
172,160,0
173,194,0
174,235,0
175,249,0
176,265,0
177,290,1
178,329,1
179,407,1
180,424,3
181,482,3
182,532,3
183,571,4
184,663,7
185,736,7
186,770,7
187,822,7
188,833,8
189,853,8
190,0,0
191,1,0
192,1,0
193,1,0
194,2,0
195,2,0
196,3,0
197,4,0
198,6,0
199,9,0
200,19,0
201,32,0
202,39,0
203,39,0
204,53,0
205,62,0
206,71,0
207,77,0
208,78,1
209,80,1
210,84,1
211,87,1
212,91,1
213,93,2
214,96,2
215,96,2
216,96,2
217,65,2
218,92,2
219,112,2
220,134,2
221,171,2
222,210,4
223,267,5
224,307,5
225,353,6
226,436,6
227,669,6
228,669,6
229,818,7
230,1029,7
231,1219,7
232,1405,7
233,1617,8
234,1791,8
235,2032,8
236,2032,8
237,2182,9
238,2298,10
239,2389,12
240,2493,12
241,2580,16
242,2637,18
243,2686,21
244,1,0
245,1,0
246,1,0
247,1,0
248,1,0
249,1,0
250,1,0
251,1,0
252,3,0
253,3,0
254,5,0
255,5,0
256,6,0
257,6,0
258,12,0
259,12,0
260,15,0
261,15,0
262,15,0
263,17,0
264,19,0
265,21,0
266,22,0
267,26,0
268,27,0
269,28,0
270,28,0
271,20,0
272,35,0
273,46,0
274,61,0
275,68,0
276,78,0
277,94,0
278,144,0
279,184,0
280,221,0
281,259,0
282,319,0
283,397,0
284,443,0
285,493,1
286,555,1
287,625,1
288,656,2
289,689,2
290,743,2
291,781,2
292,835,4
293,873,4
294,900,4
295,907,4
296,921,4
297,934,4
298,9,0
299,16,0
300,19,0
301,20,0
302,29,0
303,29,0
304,37,0
305,42,0
306,50,0
307,67,0
308,100,0
309,134,0
310,170,0
311,170,0
312,235,0
313,257,0
314,287,0
315,299,0
316,305,0
317,337,0
318,367,0
319,367,0
320,396,0
321,407,0
322,407,0
323,411,0
324,411,1
325,3,0
326,5,0
327,5,0
328,6,0
329,7,0
330,7,0
331,10,0
332,10,0
333,10,0
334,16,0
335,22,0
336,28,0
337,28,0
338,36,0
339,47,0
340,47,0
341,62,0
342,66,0
343,66,0
344,69,1
345,69,2
346,72,2
347,74,2
348,80,2
349,82,2
350,86,2
351,89,2
352,21,0
353,36,0
354,49,0
355,57,0
356,71,0
357,94,0
358,121,0
359,121,0
360,121,0
361,229,0
362,355,0
363,355,0
364,411,0
365,466,0
366,520,3
367,574,3
368,685,3
369,769,4
370,821,4
371,917,4
372,968,4
373,1036,5
374,1085,7
375,1115,8
376,1135,8
377,1158,10
378,1191,11
379,9,1
380,14,1
381,17,1
382,17,1
383,28,1
384,31,1
385,35,1
386,52,1
387,64,1
388,90,1
389,120,1
390,140,1
391,175,1
392,175,1
393,231,2
394,231,2
395,278,2
396,311,2
397,355,2
398,364,2
399,392,2
400,400,2
401,400,2
402,436,2
403,453,3
404,460,4
405,460,4
406,302,1
407,504,1
408,655,1
409,860,1
410,1018,3
411,1332,3
412,1646,4
413,2013,6
414,2388,6
415,2814,8
416,3582,16
417,4474,21
418,5283,28
419,5588,30
420,6909,49
421,7657,58
422,8271,68
423,8788,86
424,9618,108
425,10180,128
426,10711,146
427,11129,158
428,11524,168
429,11781,186
430,12051,204
431,12297,220
432,12639,243
433,11,0
434,15,1
435,15,1
436,23,1
437,28,1
438,28,1
439,28,1
440,44,1
441,44,1
442,53,1
443,65,1
444,72,1
445,87,1
446,93,2
447,122,3
448,165,3
449,182,4
450,209,4
451,273,4
452,298,5
453,359,5
454,400,5
455,443,5
456,521,5
457,584,7
458,641,7
459,717,8
460,195,0
461,195,0
462,210,0
463,214,0
464,214,1
465,228,1
466,256,1
467,278,1
468,285,1
469,305,1
470,334,2
471,377,2
472,392,3
473,419,4
474,458,4
475,466,4
476,476,4
477,499,4
478,515,4
479,567,4
480,569,4
481,643,4
482,672,4
483,688,4
484,700,4
485,756,4
486,811,5
487,3,0
488,3,0
489,3,0
490,5,0
491,8,0
492,10,0
493,14,1
494,17,1
495,20,1
496,25,2
497,27,2
498,33,3
499,39,4
500,39,5
501,44,5
502,48,5
503,48,5
504,48,5
505,49,5
506,51,5
507,54,6
508,56,6
509,61,6
510,70,8
511,88,9
512,123,12
513,164,17
514,0,0
515,0,0
516,0,0
517,0,0
518,0,0
519,2,0
520,2,0
521,5,0
522,5,0
523,6,0
524,14,0
525,17,0
526,18,0
527,18,0
528,18,0
529,24,0
530,26,0
531,33,0
532,33,0
533,34,0
534,34,0
535,46,0
536,51,0
537,52,0
538,56,1
539,60,2
540,63,3
541,12,0
542,27,0
543,27,0
544,27,0
545,36,0
546,36,0
547,51,0
548,51,0
549,69,0
550,76,0
551,76,0
552,81,0
553,81,0
554,86,0
555,86,0
556,94,0
557,94,0
558,94,0
559,152,0
560,152,1
561,163,2
562,304,4
563,351,4
564,440,5
565,562,8
566,700,13
567,861,13
568,314,3
569,559,3
570,689,4
571,886,4
572,1058,5
573,1243,10
574,1486,14
575,1795,21
576,2257,37
577,2815,67
578,3401,75
579,3743,88
580,4269,122
581,4937,178
582,6235,220
583,7284,289
584,9134,353
585,10836,431
586,11899,513
587,12775,705
588,13964,828
589,15348,1011
590,16770,1143
591,18431,1283
592,19691,1447
593,20814,1632
594,22194,2035
595,0,0
596,0,0
597,0,0
598,0,0
599,1,0
600,1,0
601,2,0
602,2,0
603,2,0
604,2,0
605,2,0
606,5,0
607,6,0
608,6,0
609,6,0
610,6,0
611,6,0
612,6,0
613,6,0
614,9,0
615,13,0
616,13,0
617,16,0
618,16,0
619,22,0
620,26,1
621,26,1
622,1,0
623,1,0
624,1,0
625,1,0
626,1,0
627,1,0
628,1,0
629,1,0
630,2,0
631,2,0
632,2,0
633,2,0
634,2,0
635,2,0
636,2,0
637,3,0
638,3,0
639,4,0
640,4,0
641,4,0
642,4,0
643,5,0
644,5,0
645,5,0
646,5,0
647,5,0
648,5,0
649,2,0
650,3,0
651,10,0
652,10,0
653,11,0
654,11,0
655,12,0
656,12,0
657,15,0
658,19,0
659,24,0
660,27,0
661,29,0
662,32,0
663,43,0
664,61,0
665,74,0
666,81,1
667,97,4
668,107,6
669,115,7
670,123,8
671,132,9
672,139,10
673,157,10
674,183,11
675,194,14
676,11,0
677,13,0
678,18,0
679,24,0
680,25,0
681,26,0
682,38,0
683,63,0
684,89,0
685,93,1
686,126,1
687,136,1
688,166,3
689,176,3
690,191,3
691,237,4
692,258,5
693,323,6
694,368,10
695,420,13
696,459,13
697,533,16
698,579,17
699,624,21
700,654,23
701,674,29
702,764,33
703,52,0
704,151,0
705,151,0
706,162,0
707,200,0
708,321,1
709,372,3
710,621,6
711,793,11
712,1021,15
713,1546,25
714,1924,34
715,2247,46
716,2554,59
717,2985,77
718,3417,92
719,3904,111
720,4256,136
721,4579,159
722,5717,201
723,6836,240
724,8044,324
725,9056,359
726,10360,445
727,11130,486
728,12161,564
729,14034,686
730,11,0
731,37,0
732,40,0
733,50,0
734,54,0
735,56,0
736,68,0
737,75,0
738,78,0
739,83,0
740,88,0
741,91,0
742,104,0
743,109,0
744,114,0
745,115,0
746,120,1
747,126,1
748,127,1
749,129,1
750,131,1
751,133,1
752,134,1
753,135,1
754,135,1
755,135,1
756,135,1
757,7,1
758,23,1
759,41,2
760,51,2
761,52,2
762,67,2
763,92,2
764,94,3
765,127,3
766,163,3
767,187,3
768,201,3
769,218,3
770,242,3
771,264,3
772,293,3
773,331,7
774,346,8
775,359,8
776,399,8
777,422,10
778,457,10
779,485,14
780,503,17
781,531,20
782,549,22
783,577,23
784,2,0
785,2,0
786,2,0
787,3,0
788,15,0
789,15,0
790,20,1
791,33,1
792,40,1
793,64,2
794,75,4
795,99,4
796,114,4
797,146,4
798,152,7
799,180,9
800,207,11
801,222,12
802,246,12
803,261,14
804,282,16
805,288,16
806,302,16
807,318,16
808,345,17
809,364,18
810,384,19
811,3,0
812,5,0
813,7,0
814,7,0
815,7,0
816,33,0
817,35,0
818,37,0
819,51,0
820,53,0
821,84,0
822,87,0
823,91,0
824,96,0
825,96,0
826,99,0
827,99,0
828,103,0
829,107,0
830,109,0
831,109,0
832,110,0
833,114,0
834,114,0
835,114,0
836,114,0
837,115,0
838,2,0
839,2,0
840,2,0
841,2,0
842,4,0
843,10,0
844,10,0
845,13,0
846,20,0
847,27,0
848,40,0
849,56,0
850,66,0
851,75,1
852,75,1
853,91,2
854,91,2
855,139,6
856,139,6
857,193,6
858,233,6
859,306,7
860,509,8
861,555,9
862,650,9
863,658,9
864,658,9
865,19,0
866,29,0
867,29,0
868,39,0
869,56,0
870,74,0
871,97,0
872,119,0
873,146,1
874,195,1
875,259,1
876,301,1
877,359,1
878,358,2
879,486,2
880,542,2
881,542,2
882,621,2
883,661,3
884,690,8
885,754,9
886,969,13
887,969,13
888,1075,18
889,1181,20
890,1250,23
891,1373,24
892,46,1
893,64,1
894,64,1
895,73,1
896,103,4
897,103,4
898,186,7
899,231,7
900,271,8
901,424,10
902,424,10
903,472,13
904,617,13
905,617,13
906,725,14
907,725,14
908,884,17
909,884,17
910,970,19
911,1013,24
912,1013,24
913,1121,31
914,1174,31
915,1203,38
916,1203,38
917,1266,38
918,1266,39
919,0,0
920,4,0
921,4,0
922,4,0
923,7,0
924,8,0
925,15,0
926,17,0
927,17,0
928,18,0
929,20,0
930,20,0
931,21,0
932,35,0
933,36,0
934,39,1
935,64,1
936,72,1
937,96,1
938,103,1
939,127,1
940,167,1
941,182,2
942,182,2
943,203,2
944,203,2
945,217,3
946,1,0
947,1,0
948,1,0
949,2,0
950,6,0
951,8,0
952,11,0
953,11,0
954,11,0
955,17,0
956,17,0
957,17,0
958,18,0
959,18,0
960,33,0
961,45,0
962,51,0
963,66,0
964,68,0
965,70,0
966,81,0
967,91,0
968,91,0
969,91,0
970,98,0
971,103,0
972,105,0
973,0,0
974,0,0
975,0,0
976,1,0
977,1,0
978,3,0
979,3,0
980,3,0
981,4,0
982,6,0
983,9,0
984,24,0
985,35,0
986,35,0
987,82,0
988,102,0
989,120,0
990,135,0
991,148,1
992,152,1
993,175,1
994,183,1
995,195,1
996,195,1
997,217,1
998,226,1
999,228,1
1000,0,0
1001,0,0
1002,0,0
1003,0,0
1004,5,0
1005,7,0
1006,12,0
1007,14,0
1008,15,0
1009,21,0
1010,28,0
1011,41,0
1012,51,0
1013,68,0
1014,73,0
1015,90,0
1016,110,0
1017,122,0
1018,127,0
1019,147,0
1020,173,0
1021,193,0
1022,207,0
1023,236,0
1024,262,0
1025,293,0
1026,310,1
1027,42,0
1028,74,0
1029,79,0
1030,104,0
1031,177,0
1032,185,1
1033,221,1
1034,257,1
1035,308,2
1036,377,3
1037,425,5
1038,503,6
1039,588,7
1040,688,8
1041,858,13
1042,994,18
1043,1144,18
1044,1355,21
1045,1706,31
1046,1966,33
1047,2392,37
1048,2793,53
1049,3255,67
1050,3630,94
1051,4354,119
1052,4347,150
1053,4726,153
1054,0,0
1055,0,0
1056,0,0
1057,1,0
1058,1,0
1059,1,0
1060,1,0
1061,2,0
1062,2,0
1063,2,0
1064,3,0
1065,3,0
1066,3,0
1067,5,0
1068,5,0
1069,9,0
1070,11,0
1071,11,0
1072,18,0
1073,21,0
1074,21,0
1075,22,0
1076,22,0
1077,22,0
1078,22,0
1079,22,0
1080,22,0
1081,9,0
1082,17,0
1083,17,0
1084,24,0
1085,50,0
1086,74,0
1087,94,0
1088,121,1
1089,139,1
1090,181,5
1091,219,4
1092,628,4
1093,1013,4
1094,1342,6
1095,1632,8
1096,2024,18
1097,2498,22
1098,2840,22
1099,3430,22
1100,4162,31
1101,4611,33
1102,5518,36
1103,6101,61
1104,6101,61
1105,7944,75
1106,8580,121
1107,9340,150
1108,0,0
1109,2,0
1110,2,0
1111,2,0
1112,7,0
1113,7,0
1114,8,0
1115,16,0
1116,20,0
1117,26,0
1118,52,0
1119,66,0
1120,72,0
1121,72,0
1122,95,0
1123,95,0
1124,134,0
1125,156,0
1126,156,2
1127,184,2
1128,193,3
1129,206,3
1130,220,3
1131,220,3
1132,249,3
1133,249,3
1134,260,3
1135,0,0
1136,0,0
1137,0,0
1138,1,0
1139,1,0
1140,1,0
1141,1,0
1142,1,0
1143,3,0
1144,3,0
1145,3,0
1146,3,0
1147,3,0
1148,3,0
1149,3,0
1150,3,0
1151,3,0
1152,3,0
1153,3,0
1154,3,0
1155,3,0
1156,3,0
1157,8,0
1158,8,0
1159,8,0
1160,8,0
1161,8,0
1162,23,0
1163,43,0
1164,61,0
1165,74,0
1166,155,0
1167,201,0
1168,238,0
1169,238,0
1170,434,0
1171,537,0
1172,632,1
1173,746,2
1174,922,2
1175,1142,3
1176,1306,4
1177,1610,5
1178,1909,6
1179,2139,7
1180,2449,8
1181,2738,12
1182,3031,16
1183,3404,18
1184,3737,22
1185,4161,27
1186,4471,34
1187,4815,37
1188,5116,43
1189,990,6
1190,990,6
1191,990,6
1192,990,6
1193,990,6
1194,990,6
1195,990,6
1196,990,6
1197,990,6
1198,990,6
1199,990,6
1200,990,6
1201,990,6
1202,990,6
1203,990,6
1204,990,6
1205,990,6
1206,990,6
1207,990,6
1208,990,6
1209,990,6
1210,990,6
1211,990,6
1212,990,6
1213,990,6
1214,990,6
1215,990,6
1216,435,8
1217,436,8
1218,437,8
1219,442,8
1220,452,8
1221,456,8
1222,469,8
1223,480,8
1224,491,8
1225,504,8
1226,522,8
1227,537,8
1228,558,8
1229,561,8
1230,566,8
1231,569,8
1232,573,8
1233,577,8
1234,577,8
1235,580,8
1236,580,8
1237,582,8
1238,584,8
1239,585,8
1240,586,8
1241,587,8
1242,587,8
1243,576,6
1244,576,6
1245,576,6
1246,576,6
1247,576,6
1248,576,6
1249,576,6
1250,576,6
1251,576,6
1252,576,6
1253,577,6
1254,578,6
1255,578,6
1256,578,6
1257,578,6
1258,578,6
1259,578,6
1260,579,6
1261,579,6
1262,579,6
1263,579,6
1264,579,6
1265,579,6
1266,579,6
1267,579,6
1268,579,6
1269,579,6
1270,296,1
1271,296,1
1272,296,1
1273,296,1
1274,296,1
1275,296,1
1276,296,1
1277,296,1
1278,299,1
1279,303,1
1280,313,1
1281,313,1
1282,318,1
1283,322,1
1284,328,1
1285,331,1
1286,337,1
1287,338,1
1288,340,1
1289,343,1
1290,345,1
1291,345,1
1292,349,1
1293,350,1
1294,350,1
1295,350,1
1296,351,1
1297,127,2
1298,127,2
1299,129,2
1300,133,2
1301,133,2
1302,133,2
1303,133,2
1304,134,2
1305,134,2
1306,134,2
1307,136,2
1308,136,2
1309,136,2
1310,136,2
1311,136,2
1312,136,2
1313,136,2
1314,138,2
1315,138,2
1316,138,2
1317,138,2
1318,138,2
1319,138,2
1320,138,2
1321,138,2
1322,139,2
1323,139,2
1324,1356,8
1325,1356,8
1326,1356,8
1327,1360,8
1328,1361,8
1329,1364,8
1330,1370,8
1331,1378,8
1332,1395,8
1333,1400,8
1334,1413,8
1335,1415,8
1336,1428,8
1337,1433,8
1338,1448,8
1339,1456,8
1340,1467,8
1341,1475,8
1342,1484,8
1343,1494,8
1344,1501,8
1345,1507,8
1346,1514,8
1347,1516,8
1348,1524,8
1349,1532,8
1350,1533,8
1351,252,2
1352,252,2
1353,252,2
1354,252,2
1355,252,2
1356,253,2
1357,253,2
1358,253,2
1359,254,2
1360,254,2
1361,254,2
1362,254,2
1363,254,2
1364,254,2
1365,254,2
1366,254,2
1367,254,2
1368,254,2
1369,254,2
1370,254,2
1371,254,2
1372,254,2
1373,254,2
1374,254,2
1375,254,2
1376,254,2
1377,254,2
1378,146,2
1379,146,2
1380,146,2
1381,146,2
1382,146,2
1383,147,2
1384,146,2
1385,146,2
1386,146,2
1387,146,2
1388,146,2
1389,146,2
1390,146,2
1391,146,2
1392,146,2
1393,146,2
1394,146,2
1395,146,2
1396,146,2
1397,146,2
1398,146,2
1399,146,2
1400,146,2
1401,146,2
1402,146,2
1403,146,2
1404,146,2
1405,168,6
1406,168,6
1407,168,6
1408,168,6
1409,168,6
1410,168,6
1411,168,6
1412,168,6
1413,168,6
1414,168,6
1415,168,6
1416,168,6
1417,168,6
1418,168,6
1419,168,6
1420,168,6
1421,168,6
1422,168,6
1423,168,6
1424,168,6
1425,168,6
1426,168,6
1427,168,6
1428,168,6
1429,168,6
1430,168,6
1431,168,6
1432,318,6
1433,318,6
1434,318,6
1435,318,6
1436,318,6
1437,318,6
1438,318,6
1439,318,6
1440,318,6
1441,318,6
1442,319,6
1443,319,6
1444,319,6
1445,319,6
1446,319,6
1447,319,6
1448,319,6
1449,319,6
1450,321,6
1451,321,6
1452,323,6
1453,325,6
1454,326,6
1455,326,6
1456,327,6
1457,327,6
1458,327,6
1459,482,13
1460,482,13
1461,482,13
1462,482,13
1463,482,13
1464,482,13
1465,482,13
1466,483,13
1467,484,13
1468,484,13
1469,484,13
1470,484,13
1471,484,13
1472,484,13
1473,484,13
1474,484,13
1475,484,13
1476,484,13
1477,484,13
1478,484,13
1479,484,13
1480,488,13
1481,489,13
1482,491,13
1483,504,13
1484,524,13
1485,544,13
1486,1273,22
1487,1273,22
1488,1273,22
1489,1273,22
1490,1273,22
1491,1273,22
1492,1273,22
1493,1273,22
1494,1273,22
1495,1273,22
1496,1274,22
1497,1274,22
1498,1274,22
1499,1274,22
1500,1275,22
1501,1275,22
1502,1275,22
1503,1276,22
1504,1276,22
1505,1276,22
1506,1276,22
1507,1276,22
1508,1276,22
1509,1276,22
1510,1276,22
1511,1276,22
1512,1276,22
1513,129,3
1514,134,4
1515,140,4
1516,145,4
1517,155,4
1518,162,4
1519,181,4
1520,208,4
1521,256,4
1522,273,4
1523,317,4
1524,356,4
1525,386,4
1526,410,4
1527,453,4
1528,519,4
1529,561,4
1530,641,4
1531,682,4
1532,714,4
1533,765,4
1534,802,4
1535,845,4
1536,862,4
1537,890,4
1538,914,4
1539,935,4
1540,67781,3056
1541,67786,3062
1542,67790,3075
1543,67794,3085
1544,67798,3099
1545,67799,3111
1546,67800,3122
1547,67800,3130
1548,67800,3133
1549,67800,3139
1550,67800,3153
1551,67800,3153
1552,67801,3160
1553,67801,3163
1554,67801,3169
1555,67801,3174
1556,67801,3177
1557,67801,3182
1558,67801,3186
1559,67801,3187
1560,67802,3193
1561,67802,3199
1562,67802,3203
1563,67803,3207
1564,67803,3210
1565,67803,3212
1566,67803,3212
1567,1018,4
1568,1018,4
1569,1018,4
1570,1018,4
1571,1018,4
1572,1018,4
1573,1018,4
1574,1018,4
1575,1018,4
1576,1018,4
1577,1018,4
1578,1018,4
1579,1018,4
1580,1018,4
1581,1018,4
1582,1018,4
1583,1018,4
1584,1018,4
1585,1018,4
1586,1018,4
1587,1018,4
1588,1019,4
1589,1019,4
1590,1019,4
1591,1019,4
1592,1019,4
1593,1019,4
1594,75,1
1595,75,1
1596,75,1
1597,75,1
1598,75,1
1599,75,1
1600,75,1
1601,75,1
1602,75,1
1603,75,1
1604,75,1
1605,75,1
1606,75,1
1607,77,1
1608,89,1
1609,92,1
1610,94,1
1611,95,1
1612,97,1
1613,107,1
1614,111,1
1615,117,1
1616,117,1
1617,117,1
1618,117,1
1619,118,1
1620,121,1
1621,631,0
1622,631,0
1623,631,0
1624,631,0
1625,631,0
1626,631,0
1627,631,0
1628,631,0
1629,631,0
1630,631,0
1631,633,0
1632,633,0
1633,636,0
1634,638,0
1635,640,0
1636,641,0
1637,641,0
1638,644,0
1639,645,0
1640,646,0
1641,646,0
1642,647,0
1643,651,0
1644,651,0
1645,651,0
1646,651,0
1647,651,0
1648,935,1
1649,935,1
1650,935,1
1651,935,1
1652,935,1
1653,935,1
1654,935,1
1655,935,1
1656,935,1
1657,935,1
1658,936,1
1659,936,1
1660,936,1
1661,936,1
1662,936,1
1663,936,1
1664,936,1
1665,937,1
1666,937,1
1667,937,1
1668,937,1
1669,937,1
1670,937,1
1671,937,1
1672,937,1
1673,937,1
1674,937,1
1675,93,1
1676,93,1
1677,93,1
1678,93,1
1679,93,1
1680,93,1
1681,93,1
1682,93,1
1683,93,1
1684,93,1
1685,93,1
1686,93,1
1687,93,1
1688,94,1
1689,95,1
1690,95,1
1691,97,1
1692,98,1
1693,98,1
1694,98,1
1695,98,1
1696,98,1
1697,98,1
1698,98,1
1699,98,1
1700,98,1
1701,98,1
1702,125,1
1703,125,1
1704,125,1
1705,125,1
1706,125,1
1707,125,1
1708,125,1
1709,125,1
1710,126,2
1711,126,2
1712,127,2
1713,127,2
1714,127,2
1715,127,2
1716,128,2
1717,128,2
1718,132,2
1719,134,2
1720,136,2
1721,139,2
1722,140,2
1723,141,2
1724,141,2
1725,141,2
1726,142,2
1727,142,2
1728,144,2
1729,10,0
1730,10,0
1731,10,0
1732,10,0
1733,11,0
1734,12,0
1735,15,0
1736,17,0
1737,17,0
1738,18,0
1739,24,0
1740,24,0
1741,25,0
1742,30,0
1743,31,0
1744,33,0
1745,37,0
1746,37,0
1747,38,0
1748,41,0
1749,41,0
1750,41,0
1751,43,0
1752,43,0
1753,44,0
1754,44,0
1755,44,0
1756,75,0
1757,75,0
1758,75,0
1759,75,0
1760,75,0
1761,75,0
1762,75,0
1763,75,0
1764,75,0
1765,75,0
1766,75,0
1767,75,0
1768,75,0
1769,75,0
1770,75,0
1771,75,0
1772,75,0
1773,75,0
1774,75,0
1775,75,0
1776,75,0
1777,75,0
1778,75,0
1779,75,0
1780,75,0
1781,75,0
1782,75,0
1783,18,0
1784,18,0
1785,18,0
1786,18,0
1787,18,0
1788,18,0
1789,18,0
1790,18,0
1791,18,0
1792,18,0
1793,18,0
1794,18,0
1795,18,0
1796,18,0
1797,18,0
1798,18,0
1799,18,0
1800,18,0
1801,18,0
1802,18,0
1803,18,0
1804,18,0
1805,18,0
1806,18,0
1807,18,0
1808,18,0
1809,18,0
1810,245,2
1811,245,2
1812,245,2
1813,245,2
1814,245,2
1815,246,3
1816,246,3
1817,246,3
1818,247,3
1819,248,3
1820,248,3
1821,248,3
1822,249,3
1823,250,3
1824,253,3
1825,253,3
1826,253,3
1827,253,3
1828,253,3
1829,253,3
1830,255,3
1831,255,3
1832,255,3
1833,256,3
1834,256,3
1835,256,3
1836,256,3
1837,760,6
1838,760,7
1839,760,7
1840,760,7
1841,760,7
1842,761,7
1843,761,7
1844,761,7
1845,762,7
1846,764,7
1847,767,7
1848,768,7
1849,768,7
1850,769,7
1851,771,7
1852,772,7
1853,772,7
1854,772,7
1855,773,7
1856,774,7
1857,774,7
1858,775,7
1859,778,7
1860,778,7
1861,779,7
1862,780,7
1863,781,7
1864,344,3
1865,346,3
1866,353,3
1867,353,3
1868,355,3
1869,358,3
1870,361,3
1871,363,3
1872,371,3
1873,380,3
1874,404,4
1875,404,4
1876,414,4
1877,433,5
1878,451,5
1879,468,5
1880,485,5
1881,492,5
1882,498,5
1883,509,5
1884,516,6
1885,522,6
1886,526,6
1887,529,6
1888,531,6
1889,536,6
1890,538,6
1891,133,0
1892,133,0
1893,133,0
1894,133,0
1895,133,0
1896,133,0
1897,133,0
1898,133,0
1899,133,0
1900,133,0
1901,133,0
1902,134,0
1903,134,0
1904,134,0
1905,135,0
1906,135,0
1907,135,0
1908,136,0
1909,136,0
1910,136,0
1911,137,0
1912,137,0
1913,137,0
1914,137,0
1915,138,0
1916,138,0
1917,138,0
1918,539,3
1919,539,3
1920,539,3
1921,539,3
1922,539,3
1923,540,3
1924,540,3
1925,540,3
1926,541,3
1927,542,3
1928,543,3
1929,543,3
1930,545,3
1931,547,3
1932,547,3
1933,548,3
1934,548,3
1935,550,3
1936,550,3
1937,550,3
1938,552,3
1939,554,3
1940,555,3
1941,557,3
1942,558,3
1943,559,3
1944,560,3
1945,136,3
1946,136,3
1947,136,3
1948,136,3
1949,136,3
1950,136,3
1951,136,3
1952,137,3
1953,137,3
1954,137,3
1955,137,3
1956,141,3
1957,145,3
1958,145,3
1959,151,3
1960,155,3
1961,161,3
1962,166,3
1963,174,3
1964,174,3
1965,176,3
1966,176,3
1967,180,3
1968,180,3
1969,180,3
1970,180,3
1971,180,3
1972,1,0
1973,1,0
1974,1,0
1975,1,0
1976,1,0
1977,1,0
1978,1,0
1979,1,0
1980,1,0
1981,1,0
1982,1,0
1983,1,0
1984,1,0
1985,1,0
1986,1,0
1987,1,0
1988,1,0
1989,1,0
1990,1,0
1991,1,0
1992,1,0
1993,1,0
1994,1,0
1995,1,0
1996,1,0
1997,1,0
1998,1,0
1999,76,3
2000,76,3
2001,76,3
2002,76,3
2003,76,3
2004,76,3
2005,76,3
2006,76,3
2007,76,3
2008,76,3
2009,76,3
2010,76,3
2011,76,3
2012,76,3
2013,76,3
2014,76,3
2015,76,3
2016,76,3
2017,76,3
2018,76,3
2019,76,3
2020,76,3
2021,76,3
2022,76,3
2023,76,3
2024,76,3
2025,76,3
2026,174,2
2027,174,2
2028,174,2
2029,174,2
2030,176,2
2031,176,2
2032,176,2
2033,176,2
2034,176,2
2035,176,2
2036,176,2
2037,176,2
2038,176,2
2039,176,2
2040,178,2
2041,180,2
2042,180,2
2043,180,2
2044,180,2
2045,182,2
2046,182,2
2047,183,2
2048,184,2
2049,184,2
2050,184,2
2051,184,2
2052,184,2
2053,1215,1
2054,1215,1
2055,1227,1
2056,1231,1
2057,1231,1
2058,1232,1
2059,1232,1
2060,1233,1
2061,1234,1
2062,1236,1
2063,1238,1
2064,1238,1
2065,1240,1
2066,1241,1
2067,1243,1
2068,1247,1
2069,1251,1
2070,1254,1
2071,1255,1
2072,1257,1
2073,1257,1
2074,1258,1
2075,1260,1
2076,1262,1
2077,1263,1
2078,1264,1
2079,1265,1
2080,9,0
2081,13,0
2082,22,0
2083,34,0
2084,54,0
2085,65,0
2086,93,0
2087,102,0
2088,128,0
2089,196,0
2090,231,2
