Id,Province_State,Country_Region,Lat,Long,Date,Confirmed_Cases,Fatalities
52,,Afghanistan,33,65,52,7,0
53,,Afghanistan,33,65,53,11,0
54,,Afghanistan,33,65,54,16,0
55,,Afghanistan,33,65,55,21,0
56,,Afghanistan,33,65,56,22,0
57,,Afghanistan,33,65,57,22,0
58,,Afghanistan,33,65,58,22,0
59,,Afghanistan,33,65,59,24,0
60,,Afghanistan,33,65,60,24,0
61,,Afghanistan,33,65,61,40,1
62,,Afghanistan,33,65,62,40,1
63,,Afghanistan,33,65,63,74,1
64,,Afghanistan,33,65,64,84,2
65,,Afghanistan,33,65,65,94,4
66,,Afghanistan,33,65,66,110,4
67,,Afghanistan,33,65,67,110,4
68,,Afghanistan,33,65,68,120,4
69,,Afghanistan,33,65,69,170,4
70,,Afghanistan,33,65,70,174,4
101,,Albania,41.1533,20.1683,1,0,0
102,,Albania,41.1533,20.1683,2,0,0
103,,Albania,41.1533,20.1683,3,0,0
104,,Albania,41.1533,20.1683,4,0,0
105,,Albania,41.1533,20.1683,5,0,0
106,,Albania,41.1533,20.1683,6,0,0
107,,Albania,41.1533,20.1683,7,0,0
108,,Albania,41.1533,20.1683,8,0,0
109,,Albania,41.1533,20.1683,9,0,0
110,,Albania,41.1533,20.1683,10,0,0
111,,Albania,41.1533,20.1683,11,0,0
112,,Albania,41.1533,20.1683,12,0,0
113,,Albania,41.1533,20.1683,13,0,0
114,,Albania,41.1533,20.1683,14,0,0
115,,Albania,41.1533,20.1683,15,0,0
116,,Albania,41.1533,20.1683,16,0,0
117,,Albania,41.1533,20.1683,17,0,0
118,,Albania,41.1533,20.1683,18,0,0
119,,Albania,41.1533,20.1683,19,0,0
120,,Albania,41.1533,20.1683,20,0,0
121,,Albania,41.1533,20.1683,21,0,0
122,,Albania,41.1533,20.1683,22,0,0
123,,Albania,41.1533,20.1683,23,0,0
124,,Albania,41.1533,20.1683,24,0,0
125,,Albania,41.1533,20.1683,25,0,0
126,,Albania,41.1533,20.1683,26,0,0
127,,Albania,41.1533,20.1683,27,0,0
128,,Albania,41.1533,20.1683,28,0,0
129,,Albania,41.1533,20.1683,29,0,0
130,,Albania,41.1533,20.1683,30,0,0
131,,Albania,41.1533,20.1683,31,0,0
132,,Albania,41.1533,20.1683,32,0,0
133,,Albania,41.1533,20.1683,33,0,0
134,,Albania,41.1533,20.1683,34,0,0
135,,Albania,41.1533,20.1683,35,0,0
136,,Albania,41.1533,20.1683,36,0,0
137,,Albania,41.1533,20.1683,37,0,0
138,,Albania,41.1533,20.1683,38,0,0
139,,Albania,41.1533,20.1683,39,0,0
140,,Albania,41.1533,20.1683,40,0,0
141,,Albania,41.1533,20.1683,41,0,0
142,,Albania,41.1533,20.1683,42,0,0
143,,Albania,41.1533,20.1683,43,0,0
144,,Albania,41.1533,20.1683,44,0,0
145,,Albania,41.1533,20.1683,45,0,0
146,,Albania,41.1533,20.1683,46,0,0
147,,Albania,41.1533,20.1683,47,0,0
148,,Albania,41.1533,20.1683,48,2,0
149,,Albania,41.1533,20.1683,49,10,0
150,,Albania,41.1533,20.1683,50,12,1
151,,Albania,41.1533,20.1683,51,23,1
152,,Albania,41.1533,20.1683,52,33,1
153,,Albania,41.1533,20.1683,53,38,1
154,,Albania,41.1533,20.1683,54,42,1
155,,Albania,41.1533,20.1683,55,51,1
156,,Albania,41.1533,20.1683,56,55,1
157,,Albania,41.1533,20.1683,57,59,2
158,,Albania,41.1533,20.1683,58,64,2
159,,Albania,41.1533,20.1683,59,70,2
160,,Albania,41.1533,20.1683,60,76,2
161,,Albania,41.1533,20.1683,61,89,2
162,,Albania,41.1533,20.1683,62,104,4
163,,Albania,41.1533,20.1683,63,123,5
164,,Albania,41.1533,20.1683,64,146,5
165,,Albania,41.1533,20.1683,65,174,6
166,,Albania,41.1533,20.1683,66,186,8
167,,Albania,41.1533,20.1683,67,197,10
168,,Albania,41.1533,20.1683,68,212,10
169,,Albania,41.1533,20.1683,69,223,11
170,,Albania,41.1533,20.1683,70,243,15
201,,Algeria,28.0339,1.6596,1,0,0
202,,Algeria,28.0339,1.6596,2,0,0
203,,Algeria,28.0339,1.6596,3,0,0
204,,Algeria,28.0339,1.6596,4,0,0
205,,Algeria,28.0339,1.6596,5,0,0
206,,Algeria,28.0339,1.6596,6,0,0
207,,Algeria,28.0339,1.6596,7,0,0
208,,Algeria,28.0339,1.6596,8,0,0
209,,Algeria,28.0339,1.6596,9,0,0
210,,Algeria,28.0339,1.6596,10,0,0
211,,Algeria,28.0339,1.6596,11,0,0
212,,Algeria,28.0339,1.6596,12,0,0
213,,Algeria,28.0339,1.6596,13,0,0
214,,Algeria,28.0339,1.6596,14,0,0
215,,Algeria,28.0339,1.6596,15,0,0
216,,Algeria,28.0339,1.6596,16,0,0
217,,Algeria,28.0339,1.6596,17,0,0
218,,Algeria,28.0339,1.6596,18,0,0
219,,Algeria,28.0339,1.6596,19,0,0
220,,Algeria,28.0339,1.6596,20,0,0
221,,Algeria,28.0339,1.6596,21,0,0
222,,Algeria,28.0339,1.6596,22,0,0
223,,Algeria,28.0339,1.6596,23,0,0
224,,Algeria,28.0339,1.6596,24,0,0
225,,Algeria,28.0339,1.6596,25,0,0
226,,Algeria,28.0339,1.6596,26,0,0
227,,Algeria,28.0339,1.6596,27,0,0
228,,Algeria,28.0339,1.6596,28,0,0
229,,Algeria,28.0339,1.6596,29,0,0
230,,Algeria,28.0339,1.6596,30,0,0
231,,Algeria,28.0339,1.6596,31,0,0
232,,Algeria,28.0339,1.6596,32,0,0
233,,Algeria,28.0339,1.6596,33,0,0
234,,Algeria,28.0339,1.6596,34,0,0
235,,Algeria,28.0339,1.6596,35,1,0
236,,Algeria,28.0339,1.6596,36,1,0
237,,Algeria,28.0339,1.6596,37,1,0
238,,Algeria,28.0339,1.6596,38,1,0
239,,Algeria,28.0339,1.6596,39,1,0
240,,Algeria,28.0339,1.6596,40,1,0
241,,Algeria,28.0339,1.6596,41,3,0
242,,Algeria,28.0339,1.6596,42,5,0
243,,Algeria,28.0339,1.6596,43,12,0
244,,Algeria,28.0339,1.6596,44,12,0
245,,Algeria,28.0339,1.6596,45,17,0
246,,Algeria,28.0339,1.6596,46,17,0
247,,Algeria,28.0339,1.6596,47,19,0
248,,Algeria,28.0339,1.6596,48,20,0
249,,Algeria,28.0339,1.6596,49,20,0
250,,Algeria,28.0339,1.6596,50,20,0
251,,Algeria,28.0339,1.6596,51,24,1
252,,Algeria,28.0339,1.6596,52,26,2
253,,Algeria,28.0339,1.6596,53,37,3
254,,Algeria,28.0339,1.6596,54,48,4
255,,Algeria,28.0339,1.6596,55,54,4
256,,Algeria,28.0339,1.6596,56,60,4
257,,Algeria,28.0339,1.6596,57,74,7
258,,Algeria,28.0339,1.6596,58,87,9
259,,Algeria,28.0339,1.6596,59,90,11
260,,Algeria,28.0339,1.6596,60,139,15
261,,Algeria,28.0339,1.6596,61,201,17
262,,Algeria,28.0339,1.6596,62,230,17
263,,Algeria,28.0339,1.6596,63,264,19
264,,Algeria,28.0339,1.6596,64,302,21
265,,Algeria,28.0339,1.6596,65,367,25
266,,Algeria,28.0339,1.6596,66,409,26
267,,Algeria,28.0339,1.6596,67,454,29
268,,Algeria,28.0339,1.6596,68,511,31
269,,Algeria,28.0339,1.6596,69,584,35
270,,Algeria,28.0339,1.6596,70,716,44
301,,Andorra,42.5063,1.5218,1,0,0
302,,Andorra,42.5063,1.5218,2,0,0
303,,Andorra,42.5063,1.5218,3,0,0
304,,Andorra,42.5063,1.5218,4,0,0
305,,Andorra,42.5063,1.5218,5,0,0
306,,Andorra,42.5063,1.5218,6,0,0
307,,Andorra,42.5063,1.5218,7,0,0
308,,Andorra,42.5063,1.5218,8,0,0
309,,Andorra,42.5063,1.5218,9,0,0
310,,Andorra,42.5063,1.5218,10,0,0
311,,Andorra,42.5063,1.5218,11,0,0
312,,Andorra,42.5063,1.5218,12,0,0
313,,Andorra,42.5063,1.5218,13,0,0
314,,Andorra,42.5063,1.5218,14,0,0
315,,Andorra,42.5063,1.5218,15,0,0
316,,Andorra,42.5063,1.5218,16,0,0
317,,Andorra,42.5063,1.5218,17,0,0
318,,Andorra,42.5063,1.5218,18,0,0
319,,Andorra,42.5063,1.5218,19,0,0
320,,Andorra,42.5063,1.5218,20,0,0
321,,Andorra,42.5063,1.5218,21,0,0
322,,Andorra,42.5063,1.5218,22,0,0
323,,Andorra,42.5063,1.5218,23,0,0
324,,Andorra,42.5063,1.5218,24,0,0
325,,Andorra,42.5063,1.5218,25,0,0
326,,Andorra,42.5063,1.5218,26,0,0
327,,Andorra,42.5063,1.5218,27,0,0
328,,Andorra,42.5063,1.5218,28,0,0
329,,Andorra,42.5063,1.5218,29,0,0
330,,Andorra,42.5063,1.5218,30,0,0
331,,Andorra,42.5063,1.5218,31,0,0
332,,Andorra,42.5063,1.5218,32,0,0
333,,Andorra,42.5063,1.5218,33,0,0
334,,Andorra,42.5063,1.5218,34,0,0
335,,Andorra,42.5063,1.5218,35,0,0
336,,Andorra,42.5063,1.5218,36,0,0
337,,Andorra,42.5063,1.5218,37,0,0
338,,Andorra,42.5063,1.5218,38,0,0
339,,Andorra,42.5063,1.5218,39,0,0
340,,Andorra,42.5063,1.5218,40,0,0
341,,Andorra,42.5063,1.5218,41,1,0
342,,Andorra,42.5063,1.5218,42,1,0
343,,Andorra,42.5063,1.5218,43,1,0
344,,Andorra,42.5063,1.5218,44,1,0
345,,Andorra,42.5063,1.5218,45,1,0
346,,Andorra,42.5063,1.5218,46,1,0
347,,Andorra,42.5063,1.5218,47,1,0
348,,Andorra,42.5063,1.5218,48,1,0
349,,Andorra,42.5063,1.5218,49,1,0
350,,Andorra,42.5063,1.5218,50,1,0
351,,Andorra,42.5063,1.5218,51,1,0
352,,Andorra,42.5063,1.5218,52,1,0
353,,Andorra,42.5063,1.5218,53,1,0
354,,Andorra,42.5063,1.5218,54,1,0
355,,Andorra,42.5063,1.5218,55,2,0
356,,Andorra,42.5063,1.5218,56,39,0
357,,Andorra,42.5063,1.5218,57,39,0
358,,Andorra,42.5063,1.5218,58,53,0
359,,Andorra,42.5063,1.5218,59,75,0
360,,Andorra,42.5063,1.5218,60,88,0
361,,Andorra,42.5063,1.5218,61,113,1
362,,Andorra,42.5063,1.5218,62,133,1
363,,Andorra,42.5063,1.5218,63,164,1
364,,Andorra,42.5063,1.5218,64,188,1
365,,Andorra,42.5063,1.5218,65,224,3
366,,Andorra,42.5063,1.5218,66,267,3
367,,Andorra,42.5063,1.5218,67,308,3
368,,Andorra,42.5063,1.5218,68,334,6
369,,Andorra,42.5063,1.5218,69,370,8
370,,Andorra,42.5063,1.5218,70,376,12
501,,Antigua and Barbuda,17.0608,-61.7964,1,0,0
502,,Antigua and Barbuda,17.0608,-61.7964,2,0,0
503,,Antigua and Barbuda,17.0608,-61.7964,3,0,0
504,,Antigua and Barbuda,17.0608,-61.7964,4,0,0
505,,Antigua and Barbuda,17.0608,-61.7964,5,0,0
506,,Antigua and Barbuda,17.0608,-61.7964,6,0,0
507,,Antigua and Barbuda,17.0608,-61.7964,7,0,0
508,,Antigua and Barbuda,17.0608,-61.7964,8,0,0
509,,Antigua and Barbuda,17.0608,-61.7964,9,0,0
510,,Antigua and Barbuda,17.0608,-61.7964,10,0,0
511,,Antigua and Barbuda,17.0608,-61.7964,11,0,0
512,,Antigua and Barbuda,17.0608,-61.7964,12,0,0
513,,Antigua and Barbuda,17.0608,-61.7964,13,0,0
514,,Antigua and Barbuda,17.0608,-61.7964,14,0,0
515,,Antigua and Barbuda,17.0608,-61.7964,15,0,0
516,,Antigua and Barbuda,17.0608,-61.7964,16,0,0
517,,Antigua and Barbuda,17.0608,-61.7964,17,0,0
518,,Antigua and Barbuda,17.0608,-61.7964,18,0,0
519,,Antigua and Barbuda,17.0608,-61.7964,19,0,0
520,,Antigua and Barbuda,17.0608,-61.7964,20,0,0
521,,Antigua and Barbuda,17.0608,-61.7964,21,0,0
522,,Antigua and Barbuda,17.0608,-61.7964,22,0,0
523,,Antigua and Barbuda,17.0608,-61.7964,23,0,0
524,,Antigua and Barbuda,17.0608,-61.7964,24,0,0
525,,Antigua and Barbuda,17.0608,-61.7964,25,0,0
526,,Antigua and Barbuda,17.0608,-61.7964,26,0,0
527,,Antigua and Barbuda,17.0608,-61.7964,27,0,0
528,,Antigua and Barbuda,17.0608,-61.7964,28,0,0
529,,Antigua and Barbuda,17.0608,-61.7964,29,0,0
530,,Antigua and Barbuda,17.0608,-61.7964,30,0,0
531,,Antigua and Barbuda,17.0608,-61.7964,31,0,0
532,,Antigua and Barbuda,17.0608,-61.7964,32,0,0
533,,Antigua and Barbuda,17.0608,-61.7964,33,0,0
534,,Antigua and Barbuda,17.0608,-61.7964,34,0,0
535,,Antigua and Barbuda,17.0608,-61.7964,35,0,0
536,,Antigua and Barbuda,17.0608,-61.7964,36,0,0
537,,Antigua and Barbuda,17.0608,-61.7964,37,0,0
538,,Antigua and Barbuda,17.0608,-61.7964,38,0,0
539,,Antigua and Barbuda,17.0608,-61.7964,39,0,0
540,,Antigua and Barbuda,17.0608,-61.7964,40,0,0
541,,Antigua and Barbuda,17.0608,-61.7964,41,0,0
542,,Antigua and Barbuda,17.0608,-61.7964,42,0,0
543,,Antigua and Barbuda,17.0608,-61.7964,43,0,0
544,,Antigua and Barbuda,17.0608,-61.7964,44,0,0
545,,Antigua and Barbuda,17.0608,-61.7964,45,0,0
546,,Antigua and Barbuda,17.0608,-61.7964,46,0,0
547,,Antigua and Barbuda,17.0608,-61.7964,47,0,0
548,,Antigua and Barbuda,17.0608,-61.7964,48,0,0
549,,Antigua and Barbuda,17.0608,-61.7964,49,0,0
550,,Antigua and Barbuda,17.0608,-61.7964,50,0,0
551,,Antigua and Barbuda,17.0608,-61.7964,51,0,0
552,,Antigua and Barbuda,17.0608,-61.7964,52,1,0
553,,Antigua and Barbuda,17.0608,-61.7964,53,1,0
554,,Antigua and Barbuda,17.0608,-61.7964,54,1,0
555,,Antigua and Barbuda,17.0608,-61.7964,55,1,0
556,,Antigua and Barbuda,17.0608,-61.7964,56,1,0
557,,Antigua and Barbuda,17.0608,-61.7964,57,1,0
558,,Antigua and Barbuda,17.0608,-61.7964,58,1,0
559,,Antigua and Barbuda,17.0608,-61.7964,59,1,0
560,,Antigua and Barbuda,17.0608,-61.7964,60,1,0
561,,Antigua and Barbuda,17.0608,-61.7964,61,1,0
562,,Antigua and Barbuda,17.0608,-61.7964,62,3,0
563,,Antigua and Barbuda,17.0608,-61.7964,63,3,0
564,,Antigua and Barbuda,17.0608,-61.7964,64,3,0
565,,Antigua and Barbuda,17.0608,-61.7964,65,7,0
566,,Antigua and Barbuda,17.0608,-61.7964,66,7,0
567,,Antigua and Barbuda,17.0608,-61.7964,67,7,0
568,,Antigua and Barbuda,17.0608,-61.7964,68,7,0
569,,Antigua and Barbuda,17.0608,-61.7964,69,7,0
570,,Antigua and Barbuda,17.0608,-61.7964,70,7,0
601,,Argentina,-38.4161,-63.6167,1,0,0
602,,Argentina,-38.4161,-63.6167,2,0,0
603,,Argentina,-38.4161,-63.6167,3,0,0
604,,Argentina,-38.4161,-63.6167,4,0,0
605,,Argentina,-38.4161,-63.6167,5,0,0
606,,Argentina,-38.4161,-63.6167,6,0,0
607,,Argentina,-38.4161,-63.6167,7,0,0
608,,Argentina,-38.4161,-63.6167,8,0,0
609,,Argentina,-38.4161,-63.6167,9,0,0
610,,Argentina,-38.4161,-63.6167,10,0,0
611,,Argentina,-38.4161,-63.6167,11,0,0
612,,Argentina,-38.4161,-63.6167,12,0,0
613,,Argentina,-38.4161,-63.6167,13,0,0
614,,Argentina,-38.4161,-63.6167,14,0,0
615,,Argentina,-38.4161,-63.6167,15,0,0
616,,Argentina,-38.4161,-63.6167,16,0,0
617,,Argentina,-38.4161,-63.6167,17,0,0
618,,Argentina,-38.4161,-63.6167,18,0,0
619,,Argentina,-38.4161,-63.6167,19,0,0
620,,Argentina,-38.4161,-63.6167,20,0,0
621,,Argentina,-38.4161,-63.6167,21,0,0
622,,Argentina,-38.4161,-63.6167,22,0,0
623,,Argentina,-38.4161,-63.6167,23,0,0
624,,Argentina,-38.4161,-63.6167,24,0,0
625,,Argentina,-38.4161,-63.6167,25,0,0
626,,Argentina,-38.4161,-63.6167,26,0,0
627,,Argentina,-38.4161,-63.6167,27,0,0
628,,Argentina,-38.4161,-63.6167,28,0,0
629,,Argentina,-38.4161,-63.6167,29,0,0
630,,Argentina,-38.4161,-63.6167,30,0,0
631,,Argentina,-38.4161,-63.6167,31,0,0
632,,Argentina,-38.4161,-63.6167,32,0,0
633,,Argentina,-38.4161,-63.6167,33,0,0
634,,Argentina,-38.4161,-63.6167,34,0,0
635,,Argentina,-38.4161,-63.6167,35,0,0
636,,Argentina,-38.4161,-63.6167,36,0,0
637,,Argentina,-38.4161,-63.6167,37,0,0
638,,Argentina,-38.4161,-63.6167,38,0,0
639,,Argentina,-38.4161,-63.6167,39,0,0
640,,Argentina,-38.4161,-63.6167,40,0,0
641,,Argentina,-38.4161,-63.6167,41,0,0
642,,Argentina,-38.4161,-63.6167,42,1,0
643,,Argentina,-38.4161,-63.6167,43,1,0
644,,Argentina,-38.4161,-63.6167,44,1,0
645,,Argentina,-38.4161,-63.6167,45,2,0
646,,Argentina,-38.4161,-63.6167,46,8,0
647,,Argentina,-38.4161,-63.6167,47,12,1
648,,Argentina,-38.4161,-63.6167,48,12,1
649,,Argentina,-38.4161,-63.6167,49,17,1
650,,Argentina,-38.4161,-63.6167,50,19,1
651,,Argentina,-38.4161,-63.6167,51,19,1
652,,Argentina,-38.4161,-63.6167,52,31,2
653,,Argentina,-38.4161,-63.6167,53,34,2
654,,Argentina,-38.4161,-63.6167,54,45,2
655,,Argentina,-38.4161,-63.6167,55,56,2
656,,Argentina,-38.4161,-63.6167,56,68,2
657,,Argentina,-38.4161,-63.6167,57,79,2
658,,Argentina,-38.4161,-63.6167,58,97,3
659,,Argentina,-38.4161,-63.6167,59,128,3
660,,Argentina,-38.4161,-63.6167,60,158,4
661,,Argentina,-38.4161,-63.6167,61,266,4
662,,Argentina,-38.4161,-63.6167,62,301,4
663,,Argentina,-38.4161,-63.6167,63,387,6
664,,Argentina,-38.4161,-63.6167,64,387,8
665,,Argentina,-38.4161,-63.6167,65,502,9
666,,Argentina,-38.4161,-63.6167,66,589,13
667,,Argentina,-38.4161,-63.6167,67,690,18
668,,Argentina,-38.4161,-63.6167,68,745,19
669,,Argentina,-38.4161,-63.6167,69,820,23
670,,Argentina,-38.4161,-63.6167,70,1054,27
701,,Armenia,40.0691,45.0382,1,0,0
702,,Armenia,40.0691,45.0382,2,0,0
703,,Armenia,40.0691,45.0382,3,0,0
704,,Armenia,40.0691,45.0382,4,0,0
705,,Armenia,40.0691,45.0382,5,0,0
706,,Armenia,40.0691,45.0382,6,0,0
707,,Armenia,40.0691,45.0382,7,0,0
708,,Armenia,40.0691,45.0382,8,0,0
709,,Armenia,40.0691,45.0382,9,0,0
710,,Armenia,40.0691,45.0382,10,0,0
711,,Armenia,40.0691,45.0382,11,0,0
712,,Armenia,40.0691,45.0382,12,0,0
713,,Armenia,40.0691,45.0382,13,0,0
714,,Armenia,40.0691,45.0382,14,0,0
715,,Armenia,40.0691,45.0382,15,0,0
716,,Armenia,40.0691,45.0382,16,0,0
717,,Armenia,40.0691,45.0382,17,0,0
718,,Armenia,40.0691,45.0382,18,0,0
719,,Armenia,40.0691,45.0382,19,0,0
720,,Armenia,40.0691,45.0382,20,0,0
721,,Armenia,40.0691,45.0382,21,0,0
722,,Armenia,40.0691,45.0382,22,0,0
723,,Armenia,40.0691,45.0382,23,0,0
724,,Armenia,40.0691,45.0382,24,0,0
725,,Armenia,40.0691,45.0382,25,0,0
726,,Armenia,40.0691,45.0382,26,0,0
727,,Armenia,40.0691,45.0382,27,0,0
728,,Armenia,40.0691,45.0382,28,0,0
729,,Armenia,40.0691,45.0382,29,0,0
730,,Armenia,40.0691,45.0382,30,0,0
731,,Armenia,40.0691,45.0382,31,0,0
732,,Armenia,40.0691,45.0382,32,0,0
733,,Armenia,40.0691,45.0382,33,0,0
734,,Armenia,40.0691,45.0382,34,0,0
735,,Armenia,40.0691,45.0382,35,0,0
736,,Armenia,40.0691,45.0382,36,0,0
737,,Armenia,40.0691,45.0382,37,0,0
738,,Armenia,40.0691,45.0382,38,0,0
739,,Armenia,40.0691,45.0382,39,0,0
740,,Armenia,40.0691,45.0382,40,1,0
741,,Armenia,40.0691,45.0382,41,1,0
742,,Armenia,40.0691,45.0382,42,1,0
743,,Armenia,40.0691,45.0382,43,1,0
744,,Armenia,40.0691,45.0382,44,1,0
745,,Armenia,40.0691,45.0382,45,1,0
746,,Armenia,40.0691,45.0382,46,1,0
747,,Armenia,40.0691,45.0382,47,1,0
748,,Armenia,40.0691,45.0382,48,1,0
749,,Armenia,40.0691,45.0382,49,1,0
750,,Armenia,40.0691,45.0382,50,1,0
751,,Armenia,40.0691,45.0382,51,4,0
752,,Armenia,40.0691,45.0382,52,8,0
753,,Armenia,40.0691,45.0382,53,18,0
754,,Armenia,40.0691,45.0382,54,26,0
755,,Armenia,40.0691,45.0382,55,52,0
756,,Armenia,40.0691,45.0382,56,78,0
757,,Armenia,40.0691,45.0382,57,84,0
758,,Armenia,40.0691,45.0382,58,115,0
759,,Armenia,40.0691,45.0382,59,136,0
760,,Armenia,40.0691,45.0382,60,160,0
761,,Armenia,40.0691,45.0382,61,194,0
762,,Armenia,40.0691,45.0382,62,235,0
763,,Armenia,40.0691,45.0382,63,249,0
764,,Armenia,40.0691,45.0382,64,265,0
765,,Armenia,40.0691,45.0382,65,290,1
766,,Armenia,40.0691,45.0382,66,329,1
767,,Armenia,40.0691,45.0382,67,407,1
768,,Armenia,40.0691,45.0382,68,424,3
769,,Armenia,40.0691,45.0382,69,482,3
770,,Armenia,40.0691,45.0382,70,532,3
17301,,Aruba,12.5211,-69.9683,1,0,0
17302,,Aruba,12.5211,-69.9683,2,0,0
17303,,Aruba,12.5211,-69.9683,3,0,0
17304,,Aruba,12.5211,-69.9683,4,0,0
17305,,Aruba,12.5211,-69.9683,5,0,0
17306,,Aruba,12.5211,-69.9683,6,0,0
17307,,Aruba,12.5211,-69.9683,7,0,0
17308,,Aruba,12.5211,-69.9683,8,0,0
17309,,Aruba,12.5211,-69.9683,9,0,0
17310,,Aruba,12.5211,-69.9683,10,0,0
17311,,Aruba,12.5211,-69.9683,11,0,0
17312,,Aruba,12.5211,-69.9683,12,0,0
17313,,Aruba,12.5211,-69.9683,13,0,0
17314,,Aruba,12.5211,-69.9683,14,0,0
17315,,Aruba,12.5211,-69.9683,15,0,0
17316,,Aruba,12.5211,-69.9683,16,0,0
17317,,Aruba,12.5211,-69.9683,17,0,0
17318,,Aruba,12.5211,-69.9683,18,0,0
17319,,Aruba,12.5211,-69.9683,19,0,0
17320,,Aruba,12.5211,-69.9683,20,0,0
17321,,Aruba,12.5211,-69.9683,21,0,0
17322,,Aruba,12.5211,-69.9683,22,0,0
17323,,Aruba,12.5211,-69.9683,23,0,0
17324,,Aruba,12.5211,-69.9683,24,0,0
17325,,Aruba,12.5211,-69.9683,25,0,0
17326,,Aruba,12.5211,-69.9683,26,0,0
17327,,Aruba,12.5211,-69.9683,27,0,0
17328,,Aruba,12.5211,-69.9683,28,0,0
17329,,Aruba,12.5211,-69.9683,29,0,0
17330,,Aruba,12.5211,-69.9683,30,0,0
17331,,Aruba,12.5211,-69.9683,31,0,0
17332,,Aruba,12.5211,-69.9683,32,0,0
17333,,Aruba,12.5211,-69.9683,33,0,0
17334,,Aruba,12.5211,-69.9683,34,0,0
17335,,Aruba,12.5211,-69.9683,35,0,0
17336,,Aruba,12.5211,-69.9683,36,0,0
17337,,Aruba,12.5211,-69.9683,37,0,0
17338,,Aruba,12.5211,-69.9683,38,0,0
17339,,Aruba,12.5211,-69.9683,39,0,0
17340,,Aruba,12.5211,-69.9683,40,0,0
17341,,Aruba,12.5211,-69.9683,41,0,0
17342,,Aruba,12.5211,-69.9683,42,0,0
17343,,Aruba,12.5211,-69.9683,43,0,0
17344,,Aruba,12.5211,-69.9683,44,0,0
17345,,Aruba,12.5211,-69.9683,45,0,0
17346,,Aruba,12.5211,-69.9683,46,0,0
17347,,Aruba,12.5211,-69.9683,47,0,0
17348,,Aruba,12.5211,-69.9683,48,0,0
17349,,Aruba,12.5211,-69.9683,49,0,0
17350,,Aruba,12.5211,-69.9683,50,0,0
17351,,Aruba,12.5211,-69.9683,51,0,0
17352,,Aruba,12.5211,-69.9683,52,2,0
17353,,Aruba,12.5211,-69.9683,53,2,0
17354,,Aruba,12.5211,-69.9683,54,2,0
17355,,Aruba,12.5211,-69.9683,55,2,0
17356,,Aruba,12.5211,-69.9683,56,3,0
17357,,Aruba,12.5211,-69.9683,57,4,0
17358,,Aruba,12.5211,-69.9683,58,4,0
17359,,Aruba,12.5211,-69.9683,59,5,0
17360,,Aruba,12.5211,-69.9683,60,5,0
17361,,Aruba,12.5211,-69.9683,61,9,0
17362,,Aruba,12.5211,-69.9683,62,9,0
17363,,Aruba,12.5211,-69.9683,63,12,0
17364,,Aruba,12.5211,-69.9683,64,17,0
17365,,Aruba,12.5211,-69.9683,65,28,0
17366,,Aruba,12.5211,-69.9683,66,33,0
17367,,Aruba,12.5211,-69.9683,67,46,0
17368,,Aruba,12.5211,-69.9683,68,50,0
17369,,Aruba,12.5211,-69.9683,69,50,0
17370,,Aruba,12.5211,-69.9683,70,55,0
801,Australian Capital Territory,Australia,-35.4735,149.0124,1,0,0
