Forecast_Id,Confirmed_Cases,Fatalities
170,115,0
171,136,0
172,160,0
173,194,0
174,235,0
175,249,0
176,265,0
177,290,1
178,329,1
179,407,1
180,424,3
181,482,3
182,532,3
183,532,3
184,532,3
185,532,3
186,532,3
187,532,3
188,532,3
189,532,3
190,0,0
191,1,0
192,1,0
193,1,0
194,2,0
195,2,0
196,3,0
197,4,0
198,6,0
199,9,0
200,19,0
201,32,0
202,39,0
203,39,0
204,53,0
205,62,0
206,71,0
207,77,0
208,78,1
209,80,1
210,80,1
211,80,1
212,80,1
213,80,1
214,80,1
215,80,1
216,80,1
217,65,2
218,92,2
219,112,2
220,134,2
221,171,2
222,210,4
223,267,5
224,307,5
225,353,6
226,436,6
227,669,6
228,669,6
229,818,7
230,1029,7
231,1219,7
232,1405,7
233,1617,8
234,1791,8
235,2032,8
236,2032,8
237,2032,8
238,2032,8
239,2032,8
240,2032,8
241,2032,8
242,2032,8
243,2032,8
244,1,0
245,1,0
246,1,0
247,1,0
248,1,0
249,1,0
250,1,0
251,1,0
252,3,0
253,3,0
254,5,0
255,5,0
256,6,0
257,6,0
258,12,0
259,12,0
260,15,0
261,15,0
262,15,0
263,17,0
264,17,0
265,17,0
266,17,0
267,17,0
268,17,0
269,17,0
270,17,0
271,20,0
272,35,0
273,46,0
274,61,0
275,68,0
276,78,0
277,94,0
278,144,0
279,184,0
280,221,0
281,259,0
282,319,0
283,397,0
284,443,0
285,493,1
286,555,1
287,625,1
288,656,2
289,689,2
290,743,2
291,743,2
292,743,2
293,743,2
294,743,2
295,743,2
296,743,2
297,743,2
298,9,0
299,16,0
300,19,0
301,20,0
302,29,0
303,29,0
304,37,0
305,42,0
306,50,0
307,67,0
308,100,0
309,134,0
310,170,0
311,170,0
312,235,0
313,257,0
314,287,0
315,299,0
316,305,0
317,337,0
318,337,0
319,337,0
320,337,0
321,337,0
322,337,0
323,337,0
324,337,0
325,3,0
326,5,0
327,5,0
328,6,0
329,7,0
330,7,0
331,10,0
332,10,0
333,10,0
334,16,0
335,22,0
336,28,0
337,28,0
338,36,0
339,47,0
340,47,0
341,62,0
342,66,0
343,66,0
344,69,1
345,69,1
346,69,1
347,69,1
348,69,1
349,69,1
350,69,1
351,69,1
352,9,1
353,14,1
354,17,1
355,17,1
356,28,1
357,31,1
358,35,1
359,52,1
360,64,1
361,90,1
362,120,1
363,140,1
364,175,1
365,175,1
366,231,2
367,231,2
368,278,2
369,311,2
370,355,2
371,364,2
372,364,2
373,364,2
374,364,2
375,364,2
376,364,2
377,364,2
378,364,2
379,302,1
380,504,1
381,655,1
382,860,1
383,1018,3
384,1332,3
385,1646,4
386,2013,6
387,2388,6
388,2814,8
389,3582,16
390,4474,21
391,5283,28
392,5588,30
393,6909,49
394,7657,58
395,8271,68
396,8788,86
397,9618,108
398,10180,128
399,10180,128
400,10180,128
401,10180,128
402,10180,128
403,10180,128
404,10180,128
405,10180,128
406,11,0
407,15,1
408,15,1
409,23,1
410,28,1
411,28,1
412,28,1
413,44,1
414,44,1
415,53,1
416,65,1
417,72,1
418,87,1
419,93,2
420,122,3
421,165,3
422,182,4
423,209,4
424,273,4
425,298,5
426,298,5
427,298,5
428,298,5
429,298,5
430,298,5
431,298,5
432,298,5
433,0,0
434,0,0
435,0,0
436,0,0
437,1,0
438,1,0
439,1,0
440,3,0
441,3,0
442,4,0
443,4,0
444,4,0
445,5,0
446,5,0
447,9,0
448,10,0
449,10,0
450,11,0
451,14,0
452,14,0
453,14,0
454,14,0
455,14,0
456,14,0
457,14,0
458,14,0
459,14,0
460,3,0
461,3,0
462,3,0
463,5,0
464,8,0
465,10,0
466,14,1
467,17,1
468,20,1
469,25,2
470,27,2
471,33,3
472,39,4
473,39,5
474,44,5
475,48,5
476,48,5
477,48,5
478,49,5
479,51,5
480,51,5
481,51,5
482,51,5
483,51,5
484,51,5
485,51,5
486,51,5
487,0,0
488,0,0
489,0,0
490,0,0
491,0,0
492,2,0
493,2,0
494,5,0
495,5,0
496,6,0
497,14,0
498,17,0
499,18,0
500,18,0
501,18,0
502,24,0
503,26,0
504,33,0
505,33,0
506,34,0
507,34,0
508,34,0
509,34,0
510,34,0
511,34,0
512,34,0
513,34,0
514,12,0
515,27,0
516,27,0
517,27,0
518,36,0
519,36,0
520,51,0
521,51,0
522,69,0
523,76,0
524,76,0
525,81,0
526,81,0
527,86,0
528,86,0
529,94,0
530,94,0
531,94,0
532,152,0
533,152,1
534,152,1
535,152,1
536,152,1
537,152,1
538,152,1
539,152,1
540,152,1
541,314,3
542,559,3
543,689,4
544,886,4
545,1058,5
546,1243,10
547,1486,14
548,1795,21
549,2257,37
550,2815,67
551,3401,75
552,3743,88
553,4269,122
554,4937,178
555,6235,220
556,7284,289
557,9134,353
558,10836,431
559,11899,513
560,12775,705
561,12775,705
562,12775,705
563,12775,705
564,12775,705
565,12775,705
566,12775,705
567,12775,705
568,0,0
569,0,0
570,0,0
571,0,0
572,1,0
573,1,0
574,2,0
575,2,0
576,2,0
577,2,0
578,2,0
579,5,0
580,6,0
581,6,0
582,6,0
583,6,0
584,6,0
585,6,0
586,6,0
587,9,0
588,9,0
589,9,0
590,9,0
591,9,0
592,9,0
593,9,0
594,9,0
595,1,0
596,1,0
597,1,0
598,1,0
599,1,0
600,1,0
601,1,0
602,1,0
603,2,0
604,2,0
605,2,0
606,2,0
607,2,0
608,2,0
609,2,0
610,3,0
611,3,0
612,4,0
613,4,0
614,4,0
615,4,0
616,4,0
617,4,0
618,4,0
619,4,0
620,4,0
621,4,0
622,2,0
623,3,0
624,10,0
625,10,0
626,11,0
627,11,0
628,12,0
629,12,0
630,15,0
631,19,0
632,24,0
633,27,0
634,29,0
635,32,0
636,43,0
637,61,0
638,74,0
639,81,1
640,97,4
641,107,6
642,107,6
643,107,6
644,107,6
645,107,6
646,107,6
647,107,6
648,107,6
649,11,0
650,13,0
651,18,0
652,24,0
653,25,0
654,26,0
655,38,0
656,63,0
657,89,0
658,93,1
659,126,1
660,136,1
661,166,3
662,176,3
663,191,3
664,237,4
665,258,5
666,323,6
667,368,10
668,420,13
669,420,13
670,420,13
671,420,13
672,420,13
673,420,13
674,420,13
675,420,13
676,52,0
677,151,0
678,151,0
679,162,0
680,200,0
681,321,1
682,372,3
683,621,6
684,793,11
685,1021,15
686,1546,25
687,1924,34
688,2247,46
689,2554,59
690,2985,77
691,3417,92
692,3904,111
693,4256,136
694,4579,159
695,5717,201
696,5717,201
697,5717,201
698,5717,201
699,5717,201
700,5717,201
701,5717,201
702,5717,201
703,11,0
704,37,0
705,40,0
706,50,0
707,54,0
708,56,0
709,68,0
710,75,0
711,78,0
712,83,0
713,88,0
714,91,0
715,104,0
716,109,0
717,114,0
718,115,0
719,120,1
720,126,1
721,127,1
722,129,1
723,129,1
724,129,1
725,129,1
726,129,1
727,129,1
728,129,1
729,129,1
730,7,1
731,23,1
732,41,2
733,51,2
734,52,2
735,67,2
736,92,2
737,94,3
738,127,3
739,163,3
740,187,3
741,201,3
742,218,3
743,242,3
744,264,3
745,293,3
746,331,7
747,346,8
748,359,8
749,399,8
750,399,8
751,399,8
752,399,8
753,399,8
754,399,8
755,399,8
756,399,8
757,2,0
758,2,0
759,2,0
760,3,0
761,15,0
762,15,0
763,20,1
764,33,1
765,40,1
766,64,2
767,75,4
768,99,4
769,114,4
770,146,4
771,152,7
772,180,9
773,207,11
774,222,12
775,246,12
776,261,14
777,261,14
778,261,14
779,261,14
780,261,14
781,261,14
782,261,14
783,261,14
784,3,0
785,5,0
786,7,0
787,7,0
788,7,0
789,33,0
790,35,0
791,37,0
792,51,0
793,53,0
794,84,0
795,87,0
796,91,0
797,96,0
798,96,0
799,99,0
800,99,0
801,103,0
802,107,0
803,109,0
804,109,0
805,109,0
806,109,0
807,109,0
808,109,0
809,109,0
810,109,0
811,2,0
812,2,0
813,2,0
814,2,0
815,4,0
816,10,0
817,10,0
818,13,0
819,20,0
820,27,0
821,40,0
822,56,0
823,66,0
824,75,1
825,75,1
826,91,2
827,91,2
828,139,6
829,139,6
830,193,6
831,193,6
832,193,6
833,193,6
834,193,6
835,193,6
836,193,6
837,193,6
838,19,0
839,29,0
840,29,0
841,39,0
842,56,0
843,74,0
844,97,0
845,119,0
846,146,1
847,195,1
848,259,1
849,301,1
850,359,1
851,358,2
852,486,2
853,542,2
854,542,2
855,621,2
856,661,3
857,690,8
858,690,8
859,690,8
860,690,8
861,690,8
862,690,8
863,690,8
864,690,8
865,46,1
866,64,1
867,64,1
868,73,1
869,103,4
870,103,4
871,186,7
872,231,7
873,271,8
874,424,10
875,424,10
876,472,13
877,617,13
878,617,13
879,725,14
880,725,14
881,884,17
882,884,17
883,970,19
884,1013,24
885,1013,24
886,1013,24
887,1013,24
888,1013,24
889,1013,24
890,1013,24
891,1013,24
892,0,0
893,4,0
894,4,0
895,4,0
896,7,0
897,8,0
898,15,0
899,17,0
900,17,0
901,18,0
902,20,0
903,20,0
904,21,0
905,35,0
906,36,0
907,39,1
908,64,1
909,72,1
910,96,1
911,103,1
912,103,1
913,103,1
914,103,1
915,103,1
916,103,1
917,103,1
918,103,1
919,1,0
920,1,0
921,1,0
922,2,0
923,6,0
924,8,0
925,11,0
926,11,0
927,11,0
928,17,0
929,17,0
930,17,0
931,18,0
932,18,0
933,33,0
934,45,0
935,51,0
936,66,0
937,68,0
938,70,0
939,70,0
940,70,0
941,70,0
942,70,0
943,70,0
944,70,0
945,70,0
946,0,0
947,0,0
948,0,0
949,1,0
950,1,0
951,3,0
952,3,0
953,3,0
954,4,0
955,6,0
956,9,0
957,24,0
958,35,0
959,35,0
960,82,0
961,102,0
962,120,0
963,135,0
964,148,1
965,152,1
966,152,1
967,152,1
968,152,1
969,152,1
970,152,1
971,152,1
972,152,1
973,0,0
974,0,0
975,0,0
976,0,0
977,5,0
978,7,0
979,12,0
980,14,0
981,15,0
982,21,0
983,28,0
984,41,0
985,51,0
986,68,0
987,73,0
988,90,0
989,110,0
990,122,0
991,127,0
992,147,0
993,147,0
994,147,0
995,147,0
996,147,0
997,147,0
998,147,0
999,147,0
1000,42,0
1001,74,0
1002,79,0
1003,104,0
1004,177,0
1005,185,1
1006,221,1
1007,257,1
1008,308,2
1009,377,3
1010,425,5
1011,503,6
1012,588,7
1013,688,8
1014,858,13
1015,994,18
1016,1144,18
1017,1355,21
1018,1706,31
1019,1966,33
1020,1966,33
1021,1966,33
1022,1966,33
1023,1966,33
1024,1966,33
1025,1966,33
1026,1966,33
1027,0,0
1028,0,0
1029,0,0
1030,1,0
1031,1,0
1032,1,0
1033,1,0
1034,2,0
1035,2,0
1036,2,0
1037,3,0
1038,3,0
1039,3,0
1040,5,0
1041,5,0
1042,9,0
1043,11,0
1044,11,0
1045,18,0
1046,21,0
1047,21,0
1048,21,0
1049,21,0
1050,21,0
1051,21,0
1052,21,0
1053,21,0
1054,9,0
1055,17,0
1056,17,0
1057,24,0
1058,50,0
1059,74,0
1060,94,0
1061,121,1
1062,139,1
1063,181,5
1064,219,4
1065,628,4
1066,1013,4
1067,1342,6
1068,1632,8
1069,2024,18
1070,2498,22
1071,2840,22
1072,3430,22
1073,4162,31
1074,4162,31
1075,4162,31
1076,4162,31
1077,4162,31
1078,4162,31
1079,4162,31
1080,4162,31
1081,0,0
1082,2,0
1083,2,0
1084,2,0
1085,7,0
1086,7,0
1087,8,0
1088,16,0
1089,20,0
1090,26,0
1091,52,0
1092,66,0
1093,72,0
1094,72,0
1095,95,0
1096,95,0
1097,134,0
1098,156,0
1099,156,2
1100,184,2
1101,184,2
1102,184,2
1103,184,2
1104,184,2
1105,184,2
1106,184,2
1107,184,2
1108,0,0
1109,0,0
1110,0,0
1111,1,0
1112,1,0
1113,1,0
1114,1,0
1115,1,0
1116,3,0
1117,3,0
1118,3,0
1119,3,0
1120,3,0
1121,3,0
1122,3,0
1123,3,0
1124,3,0
1125,3,0
1126,3,0
1127,3,0
1128,3,0
1129,3,0
1130,3,0
1131,3,0
1132,3,0
1133,3,0
1134,3,0
1135,23,0
1136,43,0
1137,61,0
1138,74,0
1139,155,0
1140,201,0
1141,238,0
1142,238,0
1143,434,0
1144,537,0
1145,632,1
1146,746,2
1147,922,2
1148,1142,3
1149,1306,4
1150,1610,5
1151,1909,6
1152,2139,7
1153,2449,8
1154,2738,12
1155,2738,12
1156,2738,12
1157,2738,12
1158,2738,12
1159,2738,12
1160,2738,12
1161,2738,12
1162,990,6
1163,990,6
1164,990,6
1165,990,6
1166,990,6
1167,990,6
1168,990,6
1169,990,6
1170,990,6
1171,990,6
1172,990,6
1173,990,6
1174,990,6
1175,990,6
1176,990,6
1177,990,6
1178,990,6
1179,990,6
1180,990,6
1181,990,6
1182,990,6
1183,990,6
1184,990,6
1185,990,6
1186,990,6
1187,990,6
1188,990,6
1189,435,8
1190,436,8
1191,437,8
1192,442,8
1193,452,8
1194,456,8
1195,469,8
1196,480,8
1197,491,8
1198,504,8
1199,522,8
1200,537,8
1201,558,8
1202,561,8
1203,566,8
1204,569,8
1205,573,8
1206,577,8
1207,577,8
1208,580,8
1209,580,8
1210,580,8
1211,580,8
1212,580,8
1213,580,8
1214,580,8
1215,580,8
1216,576,6
1217,576,6
1218,576,6
1219,576,6
1220,576,6
1221,576,6
1222,576,6
1223,576,6
1224,576,6
1225,576,6
1226,577,6
1227,578,6
1228,578,6
1229,578,6
1230,578,6
1231,578,6
1232,578,6
1233,579,6
1234,579,6
1235,579,6
1236,579,6
1237,579,6
1238,579,6
1239,579,6
1240,579,6
1241,579,6
1242,579,6
1243,296,1
1244,296,1
1245,296,1
1246,296,1
1247,296,1
1248,296,1
1249,296,1
1250,296,1
1251,299,1
1252,303,1
1253,313,1
1254,313,1
1255,318,1
1256,322,1
1257,328,1
1258,331,1
1259,337,1
1260,338,1
1261,340,1
1262,343,1
1263,343,1
1264,343,1
1265,343,1
1266,343,1
1267,343,1
1268,343,1
1269,343,1
1270,127,2
1271,127,2
1272,129,2
1273,133,2
1274,133,2
1275,133,2
1276,133,2
1277,134,2
1278,134,2
1279,134,2
1280,136,2
1281,136,2
1282,136,2
1283,136,2
1284,136,2
1285,136,2
1286,136,2
1287,138,2
1288,138,2
1289,138,2
1290,138,2
1291,138,2
1292,138,2
1293,138,2
1294,138,2
1295,138,2
1296,138,2
1297,1356,8
1298,1356,8
1299,1356,8
1300,1360,8
1301,1361,8
1302,1364,8
1303,1370,8
1304,1378,8
1305,1395,8
1306,1400,8
1307,1413,8
1308,1415,8
1309,1428,8
1310,1433,8
1311,1448,8
1312,1456,8
1313,1467,8
1314,1475,8
1315,1484,8
1316,1494,8
1317,1494,8
1318,1494,8
1319,1494,8
1320,1494,8
1321,1494,8
1322,1494,8
1323,1494,8
1324,252,2
1325,252,2
1326,252,2
1327,252,2
1328,252,2
1329,253,2
1330,253,2
1331,253,2
1332,254,2
1333,254,2
1334,254,2
1335,254,2
1336,254,2
1337,254,2
1338,254,2
1339,254,2
1340,254,2
1341,254,2
1342,254,2
1343,254,2
1344,254,2
1345,254,2
1346,254,2
1347,254,2
1348,254,2
1349,254,2
1350,254,2
1351,146,2
1352,146,2
1353,146,2
1354,146,2
1355,146,2
1356,147,2
1357,146,2
1358,146,2
1359,146,2
1360,146,2
1361,146,2
1362,146,2
1363,146,2
1364,146,2
1365,146,2
1366,146,2
1367,146,2
1368,146,2
1369,146,2
1370,146,2
1371,146,2
1372,146,2
1373,146,2
1374,146,2
1375,146,2
1376,146,2
1377,146,2
1378,168,6
1379,168,6
1380,168,6
1381,168,6
1382,168,6
1383,168,6
1384,168,6
1385,168,6
1386,168,6
1387,168,6
1388,168,6
1389,168,6
1390,168,6
1391,168,6
1392,168,6
1393,168,6
1394,168,6
1395,168,6
1396,168,6
1397,168,6
1398,168,6
1399,168,6
1400,168,6
1401,168,6
1402,168,6
1403,168,6
1404,168,6
1405,318,6
1406,318,6
1407,318,6
1408,318,6
1409,318,6
1410,318,6
1411,318,6
1412,318,6
1413,318,6
1414,318,6
1415,319,6
1416,319,6
1417,319,6
1418,319,6
1419,319,6
1420,319,6
1421,319,6
1422,319,6
1423,321,6
1424,321,6
1425,321,6
1426,321,6
1427,321,6
1428,321,6
1429,321,6
1430,321,6
1431,321,6
1432,482,13
1433,482,13
1434,482,13
1435,482,13
1436,482,13
1437,482,13
1438,482,13
1439,483,13
1440,484,13
1441,484,13
1442,484,13
1443,484,13
1444,484,13
1445,484,13
1446,484,13
1447,484,13
1448,484,13
1449,484,13
1450,484,13
1451,484,13
1452,484,13
1453,484,13
1454,484,13
1455,484,13
1456,484,13
1457,484,13
1458,484,13
1459,1273,22
1460,1273,22
1461,1273,22
1462,1273,22
1463,1273,22
1464,1273,22
1465,1273,22
1466,1273,22
1467,1273,22
1468,1273,22
1469,1274,22
1470,1274,22
1471,1274,22
1472,1274,22
1473,1275,22
1474,1275,22
1475,1275,22
1476,1276,22
1477,1276,22
1478,1276,22
1479,1276,22
1480,1276,22
1481,1276,22
1482,1276,22
1483,1276,22
1484,1276,22
1485,1276,22
1486,129,3
1487,134,4
1488,140,4
1489,145,4
1490,155,4
1491,162,4
1492,181,4
1493,208,4
1494,256,4
1495,273,4
1496,317,4
1497,356,4
1498,386,4
1499,410,4
1500,453,4
1501,519,4
1502,561,4
1503,641,4
1504,682,4
1505,714,4
1506,714,4
1507,714,4
1508,714,4
1509,714,4
1510,714,4
1511,714,4
1512,714,4
1513,67781,3056
1514,67786,3062
1515,67790,3075
1516,67794,3085
1517,67798,3099
1518,67799,3111
1519,67800,3122
1520,67800,3130
1521,67800,3133
1522,67800,3139
1523,67800,3153
1524,67800,3153
1525,67801,3160
1526,67801,3163
1527,67801,3169
1528,67801,3174
1529,67801,3177
1530,67801,3182
1531,67801,3186
1532,67801,3187
1533,67801,3187
1534,67801,3187
1535,67801,3187
1536,67801,3187
1537,67801,3187
1538,67801,3187
1539,67801,3187
1540,1018,4
1541,1018,4
1542,1018,4
1543,1018,4
1544,1018,4
1545,1018,4
1546,1018,4
1547,1018,4
1548,1018,4
1549,1018,4
1550,1018,4
1551,1018,4
1552,1018,4
1553,1018,4
1554,1018,4
1555,1018,4
1556,1018,4
1557,1018,4
1558,1018,4
1559,1018,4
1560,1018,4
1561,1018,4
1562,1018,4
1563,1018,4
1564,1018,4
1565,1018,4
1566,1018,4
1567,75,1
1568,75,1
1569,75,1
1570,75,1
1571,75,1
1572,75,1
1573,75,1
1574,75,1
1575,75,1
1576,75,1
1577,75,1
1578,75,1
1579,75,1
1580,77,1
1581,89,1
1582,92,1
1583,94,1
1584,95,1
1585,97,1
1586,107,1
1587,107,1
1588,107,1
1589,107,1
1590,107,1
1591,107,1
1592,107,1
1593,107,1
1594,631,0
1595,631,0
1596,631,0
1597,631,0
1598,631,0
1599,631,0
1600,631,0
1601,631,0
1602,631,0
1603,631,0
1604,633,0
1605,633,0
1606,636,0
1607,638,0
1608,640,0
1609,641,0
1610,641,0
1611,644,0
1612,645,0
1613,646,0
1614,646,0
1615,646,0
1616,646,0
1617,646,0
1618,646,0
1619,646,0
1620,646,0
1621,935,1
1622,935,1
1623,935,1
1624,935,1
1625,935,1
1626,935,1
1627,935,1
1628,935,1
1629,935,1
1630,935,1
1631,936,1
1632,936,1
1633,936,1
1634,936,1
1635,936,1
1636,936,1
1637,936,1
1638,937,1
1639,937,1
1640,937,1
1641,937,1
1642,937,1
1643,937,1
1644,937,1
1645,937,1
1646,937,1
1647,937,1
1648,93,1
1649,93,1
1650,93,1
1651,93,1
1652,93,1
1653,93,1
1654,93,1
1655,93,1
1656,93,1
1657,93,1
1658,93,1
1659,93,1
1660,93,1
1661,94,1
1662,95,1
1663,95,1
1664,97,1
1665,98,1
1666,98,1
1667,98,1
1668,98,1
1669,98,1
1670,98,1
1671,98,1
1672,98,1
1673,98,1
1674,98,1
1675,125,1
1676,125,1
1677,125,1
1678,125,1
1679,125,1
1680,125,1
1681,125,1
1682,125,1
1683,126,2
1684,126,2
1685,127,2
1686,127,2
1687,127,2
1688,127,2
1689,128,2
1690,128,2
1691,132,2
1692,134,2
1693,136,2
1694,139,2
1695,139,2
1696,139,2
1697,139,2
1698,139,2
1699,139,2
1700,139,2
1701,139,2
1702,10,0
1703,10,0
1704,10,0
1705,10,0
1706,11,0
1707,12,0
1708,15,0
1709,17,0
1710,17,0
1711,18,0
1712,24,0
1713,24,0
1714,25,0
1715,30,0
1716,31,0
1717,33,0
1718,37,0
1719,37,0
1720,38,0
1721,41,0
1722,41,0
1723,41,0
1724,41,0
1725,41,0
1726,41,0
1727,41,0
1728,41,0
1729,75,0
1730,75,0
1731,75,0
1732,75,0
1733,75,0
1734,75,0
1735,75,0
1736,75,0
1737,75,0
1738,75,0
1739,75,0
1740,75,0
1741,75,0
1742,75,0
1743,75,0
1744,75,0
1745,75,0
1746,75,0
1747,75,0
1748,75,0
1749,75,0
1750,75,0
1751,75,0
1752,75,0
1753,75,0
1754,75,0
1755,75,0
1756,18,0
1757,18,0
1758,18,0
1759,18,0
1760,18,0
1761,18,0
1762,18,0
1763,18,0
1764,18,0
1765,18,0
1766,18,0
1767,18,0
1768,18,0
1769,18,0
1770,18,0
1771,18,0
1772,18,0
1773,18,0
1774,18,0
1775,18,0
1776,18,0
1777,18,0
1778,18,0
1779,18,0
1780,18,0
1781,18,0
1782,18,0
1783,245,2
1784,245,2
1785,245,2
1786,245,2
1787,245,2
1788,246,3
1789,246,3
1790,246,3
1791,247,3
1792,248,3
1793,248,3
1794,248,3
1795,249,3
1796,250,3
1797,253,3
1798,253,3
1799,253,3
1800,253,3
1801,253,3
1802,253,3
1803,253,3
1804,253,3
1805,253,3
1806,253,3
1807,253,3
1808,253,3
1809,253,3
1810,760,6
1811,760,7
1812,760,7
1813,760,7
1814,760,7
1815,761,7
1816,761,7
1817,761,7
1818,762,7
1819,764,7
1820,767,7
1821,768,7
1822,768,7
1823,769,7
1824,771,7
1825,772,7
1826,772,7
1827,772,7
1828,773,7
1829,774,7
1830,774,7
1831,774,7
1832,774,7
1833,774,7
1834,774,7
1835,774,7
1836,774,7
1837,344,3
1838,346,3
1839,353,3
1840,353,3
1841,355,3
1842,358,3
1843,361,3
1844,363,3
1845,371,3
1846,380,3
1847,404,4
1848,404,4
1849,414,4
1850,433,5
1851,451,5
1852,468,5
1853,485,5
1854,492,5
1855,498,5
1856,509,5
1857,509,5
1858,509,5
1859,509,5
1860,509,5
1861,509,5
1862,509,5
1863,509,5
1864,133,0
1865,133,0
1866,133,0
1867,133,0
1868,133,0
1869,133,0
1870,133,0
1871,133,0
1872,133,0
1873,133,0
1874,133,0
1875,134,0
1876,134,0
1877,134,0
1878,135,0
1879,135,0
1880,135,0
1881,136,0
1882,136,0
1883,136,0
1884,136,0
1885,136,0
1886,136,0
1887,136,0
1888,136,0
1889,136,0
1890,136,0
1891,539,3
1892,539,3
1893,539,3
1894,539,3
1895,539,3
1896,540,3
1897,540,3
1898,540,3
1899,541,3
1900,542,3
1901,543,3
1902,543,3
1903,545,3
1904,547,3
1905,547,3
1906,548,3
1907,548,3
1908,550,3
1909,550,3
1910,550,3
1911,550,3
1912,550,3
1913,550,3
1914,550,3
1915,550,3
1916,550,3
1917,550,3
1918,136,3
1919,136,3
1920,136,3
1921,136,3
1922,136,3
1923,136,3
1924,136,3
1925,137,3
1926,137,3
1927,137,3
1928,137,3
1929,141,3
1930,145,3
1931,145,3
1932,151,3
1933,155,3
1934,161,3
1935,166,3
1936,174,3
1937,174,3
1938,174,3
1939,174,3
1940,174,3
1941,174,3
1942,174,3
1943,174,3
1944,174,3
1945,1,0
1946,1,0
1947,1,0
1948,1,0
1949,1,0
1950,1,0
1951,1,0
1952,1,0
1953,1,0
1954,1,0
1955,1,0
1956,1,0
1957,1,0
1958,1,0
1959,1,0
1960,1,0
1961,1,0
1962,1,0
1963,1,0
1964,1,0
1965,1,0
1966,1,0
1967,1,0
1968,1,0
1969,1,0
1970,1,0
1971,1,0
1972,76,3
1973,76,3
1974,76,3
1975,76,3
1976,76,3
1977,76,3
1978,76,3
1979,76,3
1980,76,3
1981,76,3
1982,76,3
1983,76,3
1984,76,3
1985,76,3
1986,76,3
1987,76,3
1988,76,3
1989,76,3
1990,76,3
1991,76,3
1992,76,3
1993,76,3
1994,76,3
1995,76,3
1996,76,3
1997,76,3
1998,76,3
1999,174,2
2000,174,2
2001,174,2
2002,174,2
2003,176,2
2004,176,2
2005,176,2
2006,176,2
2007,176,2
2008,176,2
2009,176,2
2010,176,2
2011,176,2
2012,176,2
2013,178,2
2014,180,2
2015,180,2
2016,180,2
2017,180,2
2018,182,2
2019,182,2
2020,182,2
2021,182,2
2022,182,2
2023,182,2
2024,182,2
2025,182,2
2026,1215,1
2027,1215,1
2028,1227,1
2029,1231,1
2030,1231,1
2031,1232,1
2032,1232,1
2033,1233,1
2034,1234,1
2035,1236,1
2036,1238,1
2037,1238,1
2038,1240,1
2039,1241,1
2040,1243,1
2041,1247,1
2042,1251,1
2043,1254,1
2044,1255,1
2045,1257,1
2046,1257,1
2047,1257,1
2048,1257,1
2049,1257,1
2050,1257,1
2051,1257,1
2052,1257,1
2053,9,0
2054,13,0
2055,22,0
2056,34,0
2057,54,0
2058,65,0
2059,93,0
2060,102,0
2061,128,0
2062,196,0
2063,231,2
2064,277,3
2065,378,3
2066,470,4
2067,491,6
2068,539,6
2069,608,6
2070,702,10
2071,798,12
2072,906,16
2073,906,16
2074,906,16
2075,906,16
2076,906,16
2077,906,16
2078,906,16
2079,906,16
2080,0,0
2081,0,0
2082,0,0
2083,1,0
2084,1,0
2085,1,0
2086,1,0
2087,3,0
2088,3,0
2089,3,0
2090,3,0
2091,4,0
2092,4,0
2093,4,0
